Time (s), Number of Contacts
0, 3649
0.300048, 10803
0.600029, 10726
0.90001, 9774
1.20006, 6379
1.50004, 7903
1.80002, 9748
2.1, 7912
2.40005, 7212
2.75003, 9339
3.05001, 7847
3.35005, 7253
3.65004, 8643
3.95002, 8240
4.25006, 7056
4.55004, 7816
4.85003, 8581
5.15001, 7485
5.45005, 7183
5.75004, 8575
6.05002, 8137
6.35006, 7188
6.65004, 8014
6.95003, 8531
7.25001, 7360
7.60005, 8045
7.90003, 8247
8.20001, 7609
8.50006, 8092
8.80004, 7846
9.10002, 7735
9.4, 8183
9.70005, 7862
10, 7458
10.3, 7836
10.6001, 7931
10.9, 7545
11.2, 8004
11.5, 7806
11.8001, 7438
12.1, 7705
12.4, 7912
12.7501, 7758
13.05, 7882
13.35, 8017
13.65, 7701
13.95, 7973
14.25, 7816
14.55, 7579
14.8501, 8116
15.15, 8044
15.45, 7820
15.75, 7839
16.05, 7889
16.35, 7816
16.65, 8057
16.9501, 7064
17.25, 7501
17.6, 8298
17.9001, 7750
18.2, 7406
18.5, 8312
18.8, 8118
19.1001, 7435
19.4, 7804
19.7, 8193
20.0001, 7849
20.3, 7534
20.6, 7935
20.9, 8307
21.2001, 7508
21.5, 7688
21.8, 8140
22.1001, 7795
22.4, 7573
22.75, 8049
23.05, 8090
23.3501, 7473
23.65, 7803
23.95, 8048
24.2501, 7738
24.55, 8019
24.85, 8127
25.15, 7812
25.4501, 7875
25.75, 7947
26.05, 7348
26.3501, 7607
26.65, 7853
26.95, 8008
27.25, 7910
27.6, 7673
27.9, 8091
28.2, 8070
28.5001, 7859
28.8, 8227
29.1, 7714
29.4, 7780
29.7, 8450
30, 7491
